condition,model,scene_label,truth,run,local_ms,local_risk,yolo_ms,clip_label,clip_conf,clip_risk,clip_correct,yolo_meta,risk_correct,detected_risk,quality_score,reply,latency_ms,input_tokens,output_tokens,cost_usd,error
no_clip,gpt4o,door_open,safe,1,30.45,safe,155.9,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor space with a row of tables or workstations on the left and a clear corridor on the right. There is a glass door partially open, leading to another room.
Sensor note: Consistent with sensor data; the detected window aligns with the glass door.
Proximity: Closest object (tables) is approximately 1 meter away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",4707.9,815,86,0.005365,
no_clip,gpt4o_mini,door_open,safe,1,30.45,safe,155.9,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor environment with a clear path and no visible obstacles or people within close proximity. The area appears well-lit and spacious, suggesting a navigable space for the drone. 

Sensor note: consistent 
Proximity: The closest object appears to be more than 3 meters away, consistent with the depth measurements provided. 
Risk: safe 
Pilot suggested action: PITCH_FORWARD",6257.6,3582,81,0.000586,
no_clip,gemini,door_open,safe,1,30.45,safe,155.9,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor office or industrial space with a partially open glass door on the right. The flight path appears clear at ~1m altitude, with objects visible further back in the room.
Sensor note: YOLO detected a 'window' which is consistent with the glass door/partition on the right. The 'train' detection is likely a false positive or refers to the general structure in the background, as no actual train is visible. The local detector's brightness assessment is consistent with the image.
Proximity: The closest visible object is the open glass door frame on the right, visually estimated to be around 1-1.5m away. YOLO's 'window' detection at 3.2m seems to refer to the further glass partition rather than the immediate door.
Risk: safe
Pilot suggested action: PITCH_FORWARD",3884.3,1054,176,0.000132,
with_clip,claude,door_open,safe,2,29.99,safe,257.0,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",0,hazard,3,"Description: The image shows a large indoor industrial or office space with glass partition walls and metal framing in the foreground, with an open area visible beyond. The space appears well-lit with ceiling lights visible, and the flight path at approximately 1m altitude looks relatively clear through the glass-framed structure.

Sensor note: YOLO reports a ""train"" detection at 3.6m with low confidence (0.22) — this is almost certainly a misclassification of the industrial shelving or metal framework visible in the background; no actual train is present. The ""window"" detection at 3.2m is plausible given the glass partition walls visible. CLIP's ""open room safe path"" label loosely aligns with what is seen, though the glass partitions and metal framing introduce navigational complexity not fully captured by sensors.

Proximity: The closest obstacle is the glass partition/metal frame structure in the immediate foreground, visually estimated at approximately 1–1.5m, consistent with the sensor depth readings in the 3.2–3.6m range being for background elements. The framing structure appears to be right at the boundary of the hazard threshold.

Risk: caution

Pilot suggested action: HOVER",8867.0,1062,271,0.007251,
with_clip,gpt4o,door_open,safe,2,29.99,safe,257.0,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor space with a clear path, featuring tables and a glass partition. The area appears well-lit and unobstructed at the flight level.
Sensor note: Consistent with sensor data; no discrepancies noted.
Proximity: Closest object is approximately 3.2 meters away, consistent with depth data.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",3683.6,870,79,0.005535,
with_clip,gpt4o_mini,door_open,safe,2,29.99,safe,257.0,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an open room with several tables and a clear path ahead. There are no visible obstacles or persons within close proximity. The lighting appears adequate for navigation. 

Sensor note: Consistent; YOLO detected a train and a window, but both are at a safe distance. 

Proximity: The closest object is approximately 3.6m away, as indicated by the depth_m value. 

Risk: safe  
Pilot suggested action: PITCH_FORWARD",6655.9,3637,96,0.000603,
with_clip,gemini,door_open,safe,2,29.99,safe,257.0,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor scene with a partially open door or partition on the right, leading into what appears to be a larger room or corridor. There are structural elements and what looks like a ceiling fan visible further back. The lighting is adequate.
Sensor note: YOLO detected a ""train"" at 3.6m and a ""window"" at 3.2m. The ""window"" detection likely refers to the glass panel of the door/partition on the right, which is consistent with the visual. The ""train"" detection is likely a misclassification of the structural elements or machinery in the background, as no train is visually present. CLIP's ""open room safe path"" is generally consistent with the visual assessment of a navigable space.
Proximity: The closest object is the open door/partition on the right, visually estimated to be around 1-1.5m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",2666.2,1109,198,0.000143,
no_clip,claude,door_open,safe,2,29.99,safe,160.2,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",0,hazard,3,"Description: The image shows a large indoor industrial or warehouse-like space with glass partitions/walls, metal framing, shelving units, and overhead fluorescent lighting — the space appears open at approximately 1m flight altitude with no immediate obstacles in the central corridor.
Sensor note: The YOLO detection of a ""train"" (conf=0.22) is almost certainly a false positive — likely triggered by shelving or structural elements; the ""window"" detection (conf=0.34) is plausible given the visible glass partitions. Neither detection indicates an imminent hazard at ~1m altitude.
Proximity: The closest structural elements (glass partition frames, shelving) appear to be roughly 1.5–2.5m away on the sides; depth estimates of 3.2–3.6m from DA v2 are broadly consistent with the mid-range clutter visible in the scene.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** While the central path looks navigable, the glass partitions present a reflective/transparent hazard that depth sensors may underestimate, and the shelving creates lateral clutter. Brightness at 119/255 is adequate but not bright. Recommend hovering to allow further scene assessment before committing to forward movement, particularly given the transparent surfaces that pose collision risk.",11468.2,1002,294,0.007416,
no_clip,gpt4o,door_open,safe,2,29.99,safe,160.2,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",0,caution,4,"Description: The image shows an indoor space with a row of tables or workstations on the left and a glass door on the right. The area appears to be well-lit and spacious.
Sensor note: Consistent with sensor data; no additional objects detected visually.
Proximity: Closest object (tables) is approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",2966.9,815,80,0.005275,
no_clip,gpt4o_mini,door_open,safe,2,29.99,safe,160.2,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor environment with a clear path and no visible obstacles or people within close proximity. The area appears well-lit and spacious. 

Sensor note: consistent

Proximity: The closest object appears to be more than 3 meters away, consistent with the depth measurements.

Risk: safe

Pilot suggested action: PITCH_FORWARD",5529.1,3582,70,0.000579,
no_clip,gemini,door_open,safe,2,29.99,safe,160.2,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor environment with a partially open door or partition on the right, and a long corridor or room extending into the distance on the left. The flight path at ~1m appears clear directly ahead, though there are structures and furniture further back.
Sensor note: The YOLO detections of 'train' and 'window' are not visually apparent as direct obstacles in the immediate flight path. The 'window' detection might refer to the glass partition on the right. The local detector's brightness assessment seems consistent with the image.
Proximity: The closest significant structure appears to be the open door/partition on the right, visually estimated to be around 1-1.5m away. The YOLO 'window' detection at 3.2m seems to refer to a further part of this structure.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",2870.0,1054,180,0.000133,
with_clip,claude,door_open,safe,3,40.55,safe,278.9,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",0,caution,3,"Description: The image shows a large open indoor space (appears to be a warehouse, factory, or large office) with glass partitions/walls in the foreground and an open area extending several meters behind them; the flight path at ~1m altitude appears unobstructed through the glass-framed structure.
Sensor note: YOLO reports a ""train"" detection at 3.6m with low confidence (0.22) — likely a misclassification of industrial shelving or structural elements visible in the background; the ""window"" detection is consistent with the glass partition frames visible at the image edge. CLIP label ""open room safe path"" is broadly consistent with visual analysis despite low confidence.
Proximity: The closest physical structures are the glass partition frames, visually estimated at approximately 1–2m; the open space beyond appears clear to 4m+, consistent with depth readings of 3.2–3.6m for background elements.
Risk: caution
Pilot suggested action: PITCH_FORWARD

**Rationale:** The glass partition frames are the primary proximity concern — transparent obstacles can be missed by YOLO. The interior beyond appears open and navigable, but reduced image quality (low resolution, ~119/255 brightness) and potential glass obstacles warrant a cautious slow forward advance rather than full-speed flight.",9649.6,1062,290,0.007536,
